,efficiency,quality,end_time,start_time,time_offset,update_time,create_time,sleep_duration_in_hour,Date,week_day,year_month,sleep_start_hour,sleep_wakeup_hour,next_start_time,next_end_time,delta
294,88.2353,,2018-06-23 17:28:00.000,2018-06-23 15:47:00.000,UTC-0400,2018-06-23 17:41:51.577,2018-06-23 17:41:51.577,1.6833333333333333,2018-06-23,Saturday,2018-06,15,17,2018-06-24 01:04:00.000,2018-06-24 09:49:00.000,7.6
287,85.75581,,2018-06-24 09:49:00.000,2018-06-24 01:04:00.000,UTC-0400,2018-06-24 07:01:43.288,2018-06-24 07:01:43.288,8.75,2018-06-24,Sunday,2018-06,1,6,2018-06-24 13:46:00.000,2018-06-24 15:25:00.000,3.95
468,86.0,,2018-06-24 15:25:00.000,2018-06-24 13:46:00.000,UTC-0400,2018-06-24 15:40:05.277,2018-06-24 15:40:05.277,1.65,2018-06-24,Sunday,2018-06,13,15,2018-06-25 00:39:00.000,2018-06-25 06:27:00.000,9.233333333333333
109,91.97708,,2018-06-25 06:27:00.000,2018-06-25 00:39:00.000,UTC-0400,2018-06-25 06:38:48.761,2018-06-25 06:38:48.761,5.8,2018-06-25,Monday,2018-06,0,6,2018-06-25 23:18:00.000,2018-06-26 07:24:00.000,16.85
429,89.93839,,2018-06-26 07:24:00.000,2018-06-25 23:18:00.000,UTC-0400,2018-06-26 07:26:54.390,2018-06-26 07:26:54.390,8.1,2018-06-25,Monday,2018-06,23,7,2018-06-26 23:02:00.000,2018-06-27 06:37:00.000,15.633333333333333
425,92.54386,,2018-06-27 06:37:00.000,2018-06-26 23:02:00.000,UTC-0400,2018-06-27 06:39:37.223,2018-06-27 06:39:37.223,7.583333333333333,2018-06-26,Tuesday,2018-06,23,6,2018-06-27 23:36:00.000,2018-06-28 07:02:00.000,16.983333333333334
32,89.6861,,2018-06-28 07:02:00.000,2018-06-27 23:36:00.000,UTC-0400,2018-06-28 07:02:48.343,2018-06-28 07:02:48.343,7.433333333333334,2018-06-27,Wednesday,2018-06,23,7,2018-06-28 17:57:00.000,2018-06-28 19:13:00.000,10.916666666666666
138,92.20779,,2018-06-28 19:13:00.000,2018-06-28 17:57:00.000,UTC-0400,2018-06-28 19:28:10.259,2018-06-28 19:28:10.259,1.2666666666666666,2018-06-28,Thursday,2018-06,17,19,2018-06-29 00:19:00.000,2018-06-29 06:30:00.000,5.1
81,92.741936,,2018-06-29 06:30:00.000,2018-06-29 00:19:00.000,UTC-0400,2018-06-29 06:34:33.711,2018-06-29 06:34:33.711,6.183333333333334,2018-06-29,Friday,2018-06,0,6,2018-06-29 23:38:00.000,2018-06-30 06:59:00.000,17.133333333333333
407,92.517006,,2018-06-30 06:59:00.000,2018-06-29 23:38:00.000,UTC-0400,2018-06-30 06:59:34.685,2018-06-30 06:59:34.685,7.35,2018-06-29,Friday,2018-06,23,6,2018-06-30 23:11:00.000,2018-07-01 07:23:00.000,16.2
222,90.46653,,2018-07-01 07:23:00.000,2018-06-30 23:11:00.000,UTC-0400,2018-07-01 07:24:59.647,2018-07-01 07:24:59.647,8.2,2018-06-30,Saturday,2018-06,23,7,2018-07-01 23:26:00.000,2018-07-02 07:20:00.000,16.05
244,85.26315,,2018-07-02 07:20:00.000,2018-07-01 23:26:00.000,UTC-0400,2018-07-02 07:26:33.451,2018-07-02 07:26:33.451,7.9,2018-07-01,Sunday,2018-07,23,7,2018-07-02 23:06:00.000,2018-07-03 06:08:00.000,15.766666666666667
227,88.65248000000003,,2018-07-03 06:08:00.000,2018-07-02 23:06:00.000,UTC-0400,2018-07-03 06:23:17.279,2018-07-03 06:23:17.279,7.033333333333333,2018-07-02,Monday,2018-07,23,6,2018-07-03 22:56:00.000,2018-07-04 06:37:00.000,16.8
167,88.52814000000002,,2018-07-04 06:37:00.000,2018-07-03 22:56:00.000,UTC-0400,2018-07-04 06:51:30.285,2018-07-04 06:51:30.285,7.683333333333334,2018-07-03,Tuesday,2018-07,22,6,2018-07-04 17:23:00.000,2018-07-04 18:24:00.000,10.766666666666667
424,70.96774,,2018-07-04 18:24:00.000,2018-07-04 17:23:00.000,UTC-0400,2018-07-04 18:38:50.297,2018-07-04 18:38:50.297,1.0166666666666666,2018-07-04,Wednesday,2018-07,17,18,2018-07-04 23:26:00.000,2018-07-05 05:22:00.000,5.033333333333333
258,91.876755,,2018-07-05 05:22:00.000,2018-07-04 23:26:00.000,UTC-0400,2018-07-05 05:36:43.270,2018-07-05 05:36:43.270,5.933333333333334,2018-07-04,Wednesday,2018-07,23,5,2018-07-05 21:58:00.000,2018-07-06 06:52:00.000,16.6
257,93.45795,,2018-07-06 06:52:00.000,2018-07-05 21:58:00.000,UTC-0400,2018-07-06 06:53:57.562,2018-07-06 06:53:57.562,8.9,2018-07-05,Thursday,2018-07,21,6,2018-07-06 22:54:00.000,2018-07-07 07:25:00.000,16.033333333333335
493,92.38281,,2018-07-07 07:25:00.000,2018-07-06 22:54:00.000,UTC-0400,2018-07-07 07:39:38.307,2018-07-07 07:39:38.307,8.516666666666667,2018-07-06,Friday,2018-07,22,7,2018-07-07 15:11:00.000,2018-07-07 16:45:00.000,7.766666666666667
128,89.47369,,2018-07-07 16:45:00.000,2018-07-07 15:11:00.000,UTC-0400,2018-07-07 17:00:01.295,2018-07-07 17:00:01.295,1.5666666666666667,2018-07-07,Saturday,2018-07,15,16,2018-07-07 23:29:00.000,2018-07-08 08:46:00.000,6.733333333333333
331,93.177734,,2018-07-08 08:46:00.000,2018-07-07 23:29:00.000,UTC-0400,2018-07-08 08:46:30.044,2018-07-08 08:46:30.044,9.283333333333333,2018-07-07,Saturday,2018-07,23,8,2018-07-08 16:35:00.000,2018-07-08 18:31:00.000,7.816666666666666
454,95.726494,,2018-07-08 18:31:00.000,2018-07-08 16:35:00.000,UTC-0400,2018-07-08 18:32:20.834,2018-07-08 18:32:20.834,1.9333333333333333,2018-07-08,Sunday,2018-07,16,18,2018-07-09 00:03:00.000,2018-07-09 06:23:00.000,5.533333333333333
84,92.89474,,2018-07-09 06:23:00.000,2018-07-09 00:03:00.000,UTC-0400,2018-07-09 06:23:55.400,2018-07-09 06:23:55.400,6.333333333333333,2018-07-09,Monday,2018-07,0,6,2018-07-09 21:51:00.000,2018-07-10 06:52:00.000,15.466666666666667
377,90.40591,,2018-07-10 06:52:00.000,2018-07-09 21:51:00.000,UTC-0400,2018-07-10 06:54:13.603,2018-07-10 06:54:13.603,9.016666666666667,2018-07-09,Monday,2018-07,21,6,2018-07-10 22:35:00.000,2018-07-11 06:03:00.000,15.716666666666667
185,89.08686,,2018-07-11 06:03:00.000,2018-07-10 22:35:00.000,UTC-0400,2018-07-11 06:04:27.716,2018-07-11 06:04:27.716,7.466666666666667,2018-07-10,Tuesday,2018-07,22,6,2018-07-11 22:59:00.000,2018-07-12 06:09:00.000,16.933333333333334
59,94.43156,,2018-07-12 06:09:00.000,2018-07-11 22:59:00.000,UTC-0400,2018-07-12 06:11:50.772,2018-07-12 06:11:50.772,7.166666666666667,2018-07-11,Wednesday,2018-07,22,6,2018-07-12 22:11:00.000,2018-07-13 05:44:00.000,16.033333333333335
95,91.85022,,2018-07-13 05:44:00.000,2018-07-12 22:11:00.000,UTC-0400,2018-07-13 05:52:09.613,2018-07-13 05:52:09.613,7.55,2018-07-12,Thursday,2018-07,22,5,2018-07-13 16:33:00.000,2018-07-13 18:02:00.000,10.816666666666666
471,93.333336,,2018-07-13 18:02:00.000,2018-07-13 16:33:00.000,UTC-0400,2018-07-13 18:17:24.244,2018-07-13 18:17:24.244,1.4833333333333334,2018-07-13,Friday,2018-07,16,18,2018-07-13 23:37:00.000,2018-07-14 08:05:00.000,5.583333333333333
296,89.39095999999998,,2018-07-14 08:05:00.000,2018-07-13 23:37:00.000,UTC-0400,2018-07-14 08:07:07.494,2018-07-14 08:07:07.494,8.466666666666667,2018-07-13,Friday,2018-07,23,8,2018-07-14 21:00:00.000,2018-07-15 05:10:00.000,12.916666666666666
361,93.548386,,2018-07-15 05:10:00.000,2018-07-14 21:00:00.000,UTC-0400,2018-07-14 22:16:26.265,2018-07-14 22:16:26.265,8.166666666666666,2018-07-14,Saturday,2018-07,21,22,2018-07-15 23:18:00.000,2018-07-16 06:32:00.000,18.133333333333333
150,91.013824,,2018-07-16 06:32:00.000,2018-07-15 23:18:00.000,UTC-0400,2018-07-16 06:32:55.393,2018-07-16 06:32:55.393,7.233333333333333,2018-07-15,Sunday,2018-07,23,6,2018-07-16 22:16:00.000,2018-07-17 06:35:00.000,15.733333333333333
149,91.6,,2018-07-17 06:35:00.000,2018-07-16 22:16:00.000,UTC-0400,2018-07-17 06:50:08.318,2018-07-17 06:50:08.318,8.316666666666666,2018-07-16,Monday,2018-07,22,6,2018-07-17 23:08:00.000,2018-07-18 06:03:00.000,16.55
312,90.38461,,2018-07-18 06:03:00.000,2018-07-17 23:08:00.000,UTC-0400,2018-07-18 06:04:35.973,2018-07-18 06:04:35.973,6.916666666666667,2018-07-17,Tuesday,2018-07,23,6,2018-07-18 22:18:00.000,2018-07-19 06:35:00.000,16.25
129,91.967865,,2018-07-19 06:35:00.000,2018-07-18 22:18:00.000,UTC-0400,2018-07-19 06:49:32.311,2018-07-19 06:49:32.311,8.283333333333333,2018-07-18,Wednesday,2018-07,22,6,2018-07-19 21:55:00.000,2018-07-20 07:03:00.000,15.333333333333334
233,91.60584,,2018-07-20 07:03:00.000,2018-07-19 21:55:00.000,UTC-0400,2018-07-20 07:03:41.086,2018-07-20 07:03:41.086,9.133333333333333,2018-07-19,Thursday,2018-07,21,7,2018-07-20 23:38:00.000,2018-07-21 07:49:00.000,16.583333333333332
404,90.2439,,2018-07-21 07:49:00.000,2018-07-20 23:38:00.000,UTC-0400,2018-07-21 07:51:12.846,2018-07-21 07:51:12.846,8.183333333333334,2018-07-20,Friday,2018-07,23,7,2018-07-21 22:10:00.000,2018-07-22 06:51:00.000,14.35
144,88.50574499999998,,2018-07-22 06:51:00.000,2018-07-21 22:10:00.000,UTC-0400,2018-07-22 07:05:57.292,2018-07-22 07:05:57.292,8.683333333333334,2018-07-21,Saturday,2018-07,22,6,2018-07-22 16:24:00.000,2018-07-22 18:05:00.000,9.55
385,86.95652,,2018-07-22 18:05:00.000,2018-07-22 16:24:00.000,UTC-0400,2018-07-22 18:20:19.305,2018-07-22 18:20:19.305,1.6833333333333333,2018-07-22,Sunday,2018-07,16,18,2018-07-22 23:52:00.000,2018-07-23 06:21:00.000,5.783333333333333
219,88.97436,,2018-07-23 06:21:00.000,2018-07-22 23:52:00.000,UTC-0400,2018-07-23 06:36:11.282,2018-07-23 06:36:11.282,6.483333333333333,2018-07-22,Sunday,2018-07,23,6,2018-07-23 23:45:00.000,2018-07-24 06:42:00.000,17.4
77,89.43489,,2018-07-24 06:42:00.000,2018-07-23 23:45:00.000,UTC-0400,2018-07-24 06:42:52.983,2018-07-24 06:42:52.983,6.95,2018-07-23,Monday,2018-07,23,6,2018-07-25 00:10:00.000,2018-07-25 06:24:00.000,17.466666666666665
102,92.26667,,2018-07-25 06:24:00.000,2018-07-25 00:10:00.000,UTC-0400,2018-07-25 06:26:07.301,2018-07-25 06:26:07.301,6.233333333333333,2018-07-25,Wednesday,2018-07,0,6,2018-07-25 22:41:00.000,2018-07-26 07:00:00.000,16.283333333333335
293,89.77956400000002,,2018-07-26 07:00:00.000,2018-07-25 22:41:00.000,UTC-0400,2018-07-26 07:00:36.902,2018-07-26 07:00:36.902,8.316666666666666,2018-07-25,Wednesday,2018-07,22,7,2018-07-26 22:30:00.000,2018-07-27 06:09:00.000,15.5
27,92.82609,,2018-07-27 06:09:00.000,2018-07-26 22:30:00.000,UTC-0400,2018-07-27 06:23:50.300,2018-07-27 06:23:50.300,7.65,2018-07-26,Thursday,2018-07,22,6,2018-07-27 22:50:00.000,2018-07-28 07:31:00.000,16.683333333333334
131,90.804596,,2018-07-28 07:31:00.000,2018-07-27 22:50:00.000,UTC-0400,2018-07-28 07:46:15.350,2018-07-28 07:46:15.350,8.683333333333334,2018-07-27,Friday,2018-07,22,7,2018-07-29 00:04:00.000,2018-07-29 07:09:00.000,16.55
378,89.90610500000003,,2018-07-29 07:09:00.000,2018-07-29 00:04:00.000,UTC-0400,2018-07-29 07:10:06.340,2018-07-29 07:10:06.340,7.083333333333333,2018-07-29,Sunday,2018-07,0,7,2018-07-30 00:07:00.000,2018-07-30 06:50:00.000,16.966666666666665
37,86.84863,,2018-07-30 06:50:00.000,2018-07-30 00:07:00.000,UTC-0400,2018-07-30 06:50:49.068,2018-07-30 06:50:49.068,6.716666666666667,2018-07-30,Monday,2018-07,0,6,2018-07-30 22:42:00.000,2018-07-31 07:17:00.000,15.866666666666667
198,88.848915,,2018-07-31 07:17:00.000,2018-07-30 22:42:00.000,UTC-0400,2018-07-31 03:45:57.301,2018-07-31 03:45:57.301,8.583333333333334,2018-07-30,Monday,2018-07,22,3,2018-07-31 17:21:00.000,2018-07-31 18:38:00.000,10.066666666666666
457,96.15385,,2018-07-31 18:38:00.000,2018-07-31 17:21:00.000,UTC-0400,2018-07-31 18:53:17.302,2018-07-31 18:53:17.302,1.2833333333333334,2018-07-31,Tuesday,2018-07,17,18,2018-07-31 22:10:00.000,2018-08-01 06:26:00.000,3.533333333333333
53,89.93964,,2018-08-01 06:26:00.000,2018-07-31 22:10:00.000,UTC-0400,2018-08-01 06:40:40.285,2018-08-01 06:40:40.285,8.266666666666667,2018-07-31,Tuesday,2018-07,22,6,2018-08-01 22:19:00.000,2018-08-02 06:32:00.000,15.883333333333333
156,88.43813,,2018-08-02 06:32:00.000,2018-08-01 22:19:00.000,UTC-0400,2018-08-02 06:32:55.220,2018-08-02 06:32:55.220,8.216666666666667,2018-08-01,Wednesday,2018-08,22,6,2018-08-02 21:46:00.000,2018-08-03 06:10:00.000,15.233333333333333
414,86.930695,,2018-08-03 06:10:00.000,2018-08-02 21:46:00.000,UTC-0400,2018-08-03 06:25:24.291,2018-08-03 06:25:24.291,8.4,2018-08-02,Thursday,2018-08,21,6,2018-08-03 23:22:00.000,2018-08-04 07:14:00.000,17.2
327,89.21776,,2018-08-04 07:14:00.000,2018-08-03 23:22:00.000,UTC-0400,2018-08-04 07:16:35.282,2018-08-04 07:16:35.282,7.866666666666666,2018-08-03,Friday,2018-08,23,7,2018-08-04 22:40:00.000,2018-08-05 07:04:00.000,15.433333333333334
373,92.55319,,2018-08-05 07:04:00.000,2018-08-04 22:40:00.000,UTC-0400,2018-08-05 05:10:21.305,2018-08-05 05:10:21.305,8.4,2018-08-04,Saturday,2018-08,22,4,2018-08-05 22:49:00.000,2018-08-06 07:17:00.000,15.75
164,90.55118,,2018-08-06 07:17:00.000,2018-08-05 22:49:00.000,UTC-0400,2018-08-06 07:17:35.617,2018-08-06 07:17:35.617,8.466666666666667,2018-08-05,Sunday,2018-08,22,7,2018-08-06 15:18:00.000,2018-08-06 17:15:00.000,8.016666666666667
440,87.28813000000002,,2018-08-06 17:15:00.000,2018-08-06 15:18:00.000,UTC-0400,2018-08-06 17:29:58.253,2018-08-06 17:29:58.253,1.95,2018-08-06,Monday,2018-08,15,17,2018-08-06 23:24:00.000,2018-08-07 06:00:00.000,6.15
460,86.39799000000002,,2018-08-07 06:00:00.000,2018-08-06 23:24:00.000,UTC-0400,2018-08-07 06:15:20.672,2018-08-07 06:15:20.672,6.6,2018-08-06,Monday,2018-08,23,6,2018-08-07 22:29:00.000,2018-08-08 07:09:00.000,16.483333333333334
76,88.29175,,2018-08-08 07:09:00.000,2018-08-07 22:29:00.000,UTC-0400,2018-08-08 07:11:09.473,2018-08-08 07:11:09.473,8.666666666666666,2018-08-07,Tuesday,2018-08,22,7,2018-08-08 23:15:00.000,2018-08-09 06:49:00.000,16.1
162,91.78082,,2018-08-09 06:49:00.000,2018-08-08 23:15:00.000,UTC-0400,2018-08-09 04:20:36.284,2018-08-09 04:20:36.284,7.566666666666666,2018-08-08,Wednesday,2018-08,23,4,2018-08-09 23:45:00.000,2018-08-10 06:57:00.000,16.933333333333334
288,91.22402,,2018-08-10 06:57:00.000,2018-08-09 23:45:00.000,UTC-0400,2018-08-10 07:12:19.312,2018-08-10 07:12:19.312,7.2,2018-08-09,Thursday,2018-08,23,6,2018-08-10 23:48:00.000,2018-08-11 06:12:00.000,16.85
173,89.58333,,2018-08-11 06:12:00.000,2018-08-10 23:48:00.000,UTC-0400,2018-08-11 06:12:44.084,2018-08-11 06:12:44.084,6.4,2018-08-10,Friday,2018-08,23,6,2018-08-11 23:05:00.000,2018-08-12 06:47:00.000,16.883333333333333
341,93.722946,,2018-08-12 06:47:00.000,2018-08-11 23:05:00.000,UTC-0400,2018-08-12 06:47:27.642,2018-08-12 06:47:27.642,7.7,2018-08-11,Saturday,2018-08,23,6,2018-08-12 15:38:00.000,2018-08-12 17:57:00.000,8.85
375,84.28571,,2018-08-12 17:57:00.000,2018-08-12 15:38:00.000,UTC-0400,2018-08-12 17:58:22.993,2018-08-12 17:58:22.993,2.316666666666667,2018-08-12,Sunday,2018-08,15,17,2018-08-12 22:48:00.000,2018-08-13 06:30:00.000,4.85
146,90.712746,,2018-08-13 06:30:00.000,2018-08-12 22:48:00.000,UTC-0400,2018-08-13 06:31:36.378,2018-08-13 06:31:36.378,7.7,2018-08-12,Sunday,2018-08,22,6,2018-08-13 23:42:00.000,2018-08-14 06:44:00.000,17.2
350,89.756096,,2018-08-14 06:44:00.000,2018-08-13 23:42:00.000,UTC-0400,2018-08-14 06:46:31.123,2018-08-14 06:46:31.123,7.033333333333333,2018-08-13,Monday,2018-08,23,6,2018-08-14 22:40:00.000,2018-08-15 06:30:00.000,15.933333333333334
111,87.47346,,2018-08-15 06:30:00.000,2018-08-14 22:40:00.000,UTC-0400,2018-08-15 06:36:24.268,2018-08-15 06:36:24.268,7.833333333333333,2018-08-14,Tuesday,2018-08,22,6,2018-08-15 23:08:00.000,2018-08-16 06:47:00.000,16.633333333333333
182,89.29578000000002,,2018-08-16 06:47:00.000,2018-08-15 23:08:00.000,UTC-0400,2018-08-16 05:17:12.301,2018-08-16 05:17:12.301,7.65,2018-08-15,Wednesday,2018-08,23,5,2018-08-16 22:32:00.000,2018-08-17 06:30:00.000,15.75
284,90.18789,,2018-08-17 06:30:00.000,2018-08-16 22:32:00.000,UTC-0400,2018-08-17 06:45:07.263,2018-08-17 06:45:07.263,7.966666666666667,2018-08-16,Thursday,2018-08,22,6,2018-08-17 21:36:00.000,2018-08-18 06:37:00.000,15.1
8,89.83606999999998,,2018-08-18 06:37:00.000,2018-08-17 21:36:00.000,UTC-0400,2018-08-18 02:54:51.285,2018-08-18 02:54:51.285,9.016666666666667,2018-08-17,Friday,2018-08,21,2,2018-08-19 09:02:00.000,2018-08-19 11:00:00.000,2.4166666666666665
281,89.91597,,2018-08-19 11:00:00.000,2018-08-19 09:02:00.000,UTC+0200,2018-08-19 11:02:10.066,2018-08-19 11:02:10.066,1.9666666666666666,2018-08-19,Sunday,2018-08,9,11,2018-08-19 17:59:00.000,2018-08-20 01:25:00.000,6.983333333333333
483,89.709175,,2018-08-20 01:25:00.000,2018-08-19 17:59:00.000,UTC+0200,2018-08-20 01:29:04.692,2018-08-20 01:29:04.692,7.433333333333334,2018-08-19,Sunday,2018-08,17,1,2018-08-20 16:59:00.000,2018-08-21 00:51:00.000,15.566666666666666
108,90.4661,,2018-08-21 00:51:00.000,2018-08-20 16:59:00.000,UTC+0200,2018-08-21 00:51:55.146,2018-08-21 00:51:55.146,7.866666666666666,2018-08-20,Monday,2018-08,16,0,2018-08-21 14:04:00.000,2018-08-21 23:35:00.000,13.216666666666667
463,87.66234,,2018-08-21 23:35:00.000,2018-08-21 14:04:00.000,UTC+0200,2018-08-21 16:42:40.593,2018-08-21 16:42:40.593,9.516666666666667,2018-08-21,Tuesday,2018-08,14,16,2018-08-22 18:02:00.000,2018-08-23 01:13:00.000,18.45
38,87.61905,,2018-08-23 01:13:00.000,2018-08-22 18:02:00.000,UTC+0200,2018-08-23 01:27:55.279,2018-08-23 01:27:55.279,7.183333333333334,2018-08-22,Wednesday,2018-08,18,1,2018-08-23 17:40:00.000,2018-08-23 23:56:00.000,16.45
20,90.71619,,2018-08-23 23:56:00.000,2018-08-23 17:40:00.000,UTC+0200,2018-08-24 00:10:44.329,2018-08-24 00:10:44.329,6.266666666666667,2018-08-23,Thursday,2018-08,17,23,2018-08-24 16:23:00.000,2018-08-25 00:39:00.000,16.45
452,89.1348,,2018-08-25 00:39:00.000,2018-08-24 16:23:00.000,UTC+0200,2018-08-25 00:53:56.296,2018-08-25 00:53:56.296,8.266666666666667,2018-08-24,Friday,2018-08,16,0,2018-08-25 03:01:00.000,2018-08-25 08:14:00.000,2.3666666666666667
208,70.96774,,2018-08-25 08:14:00.000,2018-08-25 03:01:00.000,UTC+0200,2018-08-25 04:16:54.257,2018-08-25 04:16:54.257,5.216666666666667,2018-08-25,Saturday,2018-08,3,4,2018-08-25 19:05:00.000,2018-08-26 01:23:00.000,10.85
374,88.35979499999998,,2018-08-26 01:23:00.000,2018-08-25 19:05:00.000,UTC+0200,2018-08-26 01:23:54.123,2018-08-26 01:23:54.123,6.3,2018-08-25,Saturday,2018-08,19,1,2018-08-26 13:00:00.000,2018-08-26 14:42:00.000,11.616666666666667
420,89.21568,,2018-08-26 14:42:00.000,2018-08-26 13:00:00.000,UTC+0200,2018-08-26 14:42:55.444,2018-08-26 14:42:55.444,1.7,2018-08-26,Sunday,2018-08,13,14,2018-08-26 17:46:00.000,2018-08-27 01:40:00.000,3.066666666666667
314,90.634445,,2018-08-27 01:40:00.000,2018-08-26 17:46:00.000,UTC+0200,2018-08-26 23:31:20.341,2018-08-26 23:31:20.341,7.9,2018-08-26,Sunday,2018-08,17,23,2018-08-27 10:44:00.000,2018-08-27 12:38:00.000,9.066666666666666
112,83.47825999999998,,2018-08-27 12:38:00.000,2018-08-27 10:44:00.000,UTC+0200,2018-08-27 12:53:09.257,2018-08-27 12:53:09.257,1.9,2018-08-27,Monday,2018-08,10,12,2018-08-27 17:12:00.000,2018-08-28 00:15:00.000,4.566666666666666
189,91.037735,,2018-08-28 00:15:00.000,2018-08-27 17:12:00.000,UTC+0200,2018-08-28 00:17:06.495,2018-08-28 00:17:06.495,7.05,2018-08-27,Monday,2018-08,17,0,2018-08-28 21:18:00.000,2018-08-29 04:34:00.000,21.05
359,89.47369,,2018-08-29 04:34:00.000,2018-08-28 21:18:00.000,UTC-0400,2018-08-29 04:36:42.219,2018-08-29 04:36:42.219,7.266666666666667,2018-08-28,Tuesday,2018-08,21,4,2018-08-29 21:24:00.000,2018-08-30 06:43:00.000,16.833333333333332
172,89.43661999999998,,2018-08-30 06:43:00.000,2018-08-29 21:24:00.000,UTC-0400,2018-08-30 04:40:57.591,2018-08-30 04:40:57.591,9.316666666666666,2018-08-29,Wednesday,2018-08,21,4,2018-08-30 21:18:00.000,2018-08-31 07:29:00.000,14.583333333333334
430,90.36144,,2018-08-31 07:29:00.000,2018-08-30 21:18:00.000,UTC-0400,2018-08-31 04:15:29.450,2018-08-31 04:15:29.450,10.183333333333334,2018-08-30,Thursday,2018-08,21,4,2018-09-01 00:14:00.000,2018-09-01 08:21:00.000,16.75
459,89.32238000000002,,2018-09-01 08:21:00.000,2018-09-01 00:14:00.000,UTC-0400,2018-09-01 08:21:47.069,2018-09-01 08:21:47.069,8.116666666666667,2018-09-01,Saturday,2018-09,0,8,2018-09-01 16:42:00.000,2018-09-01 17:44:00.000,8.35
116,85.71429,,2018-09-01 17:44:00.000,2018-09-01 16:42:00.000,UTC-0400,2018-09-01 17:45:34.449,2018-09-01 17:45:34.449,1.0333333333333334,2018-09-01,Saturday,2018-09,16,17,2018-09-01 22:05:00.000,2018-09-02 06:42:00.000,4.35
179,86.65377,,2018-09-02 06:42:00.000,2018-09-01 22:05:00.000,UTC-0400,2018-09-02 06:42:38.245,2018-09-02 06:42:38.245,8.616666666666667,2018-09-01,Saturday,2018-09,22,6,2018-09-02 21:57:00.000,2018-09-03 07:44:00.000,15.25
134,86.54173,,2018-09-03 07:44:00.000,2018-09-02 21:57:00.000,UTC-0400,2018-09-03 07:44:51.531,2018-09-03 07:44:51.531,9.783333333333333,2018-09-02,Sunday,2018-09,21,7,2018-09-03 23:40:00.000,2018-09-04 06:23:00.000,15.933333333333334
169,87.87129,,2018-09-04 06:23:00.000,2018-09-03 23:40:00.000,UTC-0400,2018-09-04 06:37:36.265,2018-09-04 06:37:36.265,6.716666666666667,2018-09-03,Monday,2018-09,23,6,2018-09-04 22:46:00.000,2018-09-05 07:29:00.000,16.383333333333333
238,88.91013000000002,,2018-09-05 07:29:00.000,2018-09-04 22:46:00.000,UTC-0400,2018-09-05 07:29:46.251,2018-09-05 07:29:46.251,8.716666666666667,2018-09-04,Tuesday,2018-09,22,7,2018-09-05 22:52:00.000,2018-09-06 06:36:00.000,15.383333333333333
328,90.47619,,2018-09-06 06:36:00.000,2018-09-05 22:52:00.000,UTC-0400,2018-09-06 04:29:34.302,2018-09-06 04:29:34.302,7.733333333333333,2018-09-05,Wednesday,2018-09,22,4,2018-09-06 22:33:00.000,2018-09-07 06:28:00.000,15.95
262,90.336136,,2018-09-07 06:28:00.000,2018-09-06 22:33:00.000,UTC-0400,2018-09-07 06:30:21.427,2018-09-07 06:30:21.427,7.916666666666667,2018-09-06,Thursday,2018-09,22,6,2018-09-07 23:52:00.000,2018-09-08 06:16:00.000,17.4
194,91.94805,,2018-09-08 06:16:00.000,2018-09-07 23:52:00.000,UTC-0400,2018-09-08 06:30:35.252,2018-09-08 06:30:35.252,6.4,2018-09-07,Friday,2018-09,23,6,2018-09-09 00:05:00.000,2018-09-09 06:10:00.000,17.816666666666666
423,86.06965,,2018-09-09 06:10:00.000,2018-09-09 00:05:00.000,UTC-0400,2018-09-09 03:39:51.267,2018-09-09 03:39:51.267,6.083333333333333,2018-09-09,Sunday,2018-09,0,3,2018-09-09 22:15:00.000,2018-09-10 06:32:00.000,16.083333333333332
107,92.36948,,2018-09-10 06:32:00.000,2018-09-09 22:15:00.000,UTC-0400,2018-09-10 06:33:21.880,2018-09-10 06:33:21.880,8.283333333333333,2018-09-09,Sunday,2018-09,22,6,2018-09-10 23:06:00.000,2018-09-11 06:40:00.000,16.566666666666666
1,90.76923,,2018-09-11 06:40:00.000,2018-09-10 23:06:00.000,UTC-0400,2018-09-11 06:52:26.013,2018-09-11 06:52:26.013,7.566666666666666,2018-09-10,Monday,2018-09,23,6,2018-09-11 17:52:00.000,2018-09-11 20:05:00.000,11.2
259,95.522385,,2018-09-11 20:05:00.000,2018-09-11 17:52:00.000,UTC-0400,2018-09-11 20:20:14.281,2018-09-11 20:20:14.281,2.216666666666667,2018-09-11,Tuesday,2018-09,17,20,2018-09-12 00:42:00.000,2018-09-12 06:05:00.000,4.616666666666666
171,87.96296,,2018-09-12 06:05:00.000,2018-09-12 00:42:00.000,UTC-0400,2018-09-12 06:19:38.288,2018-09-12 06:19:38.288,5.383333333333334,2018-09-12,Wednesday,2018-09,0,6,2018-09-12 22:29:00.000,2018-09-13 06:13:00.000,16.4
428,91.594826,,2018-09-13 06:13:00.000,2018-09-12 22:29:00.000,UTC-0400,2018-09-13 06:13:40.485,2018-09-13 06:13:40.485,7.733333333333333,2018-09-12,Wednesday,2018-09,22,6,2018-09-13 22:34:00.000,2018-09-14 06:46:00.000,16.35
411,91.27789,,2018-09-14 06:46:00.000,2018-09-13 22:34:00.000,UTC-0400,2018-09-14 06:48:59.422,2018-09-14 06:48:59.422,8.2,2018-09-13,Thursday,2018-09,22,6,2018-09-14 23:40:00.000,2018-09-15 07:15:00.000,16.9
