,efficiency,quality,end_time,start_time,time_offset,update_time,create_time,sleep_duration_in_hour,Date,week_day,year_month,sleep_start_hour,sleep_wakeup_hour,next_start_time,next_end_time,delta
380,94.416245,,2018-03-26 06:12:00.000,2018-03-25 23:39:00.000,UTC-0400,2018-03-26 06:14:03.342,2018-03-26 06:14:03.342,6.55,2018-03-25,Sunday,2018-03,23,6,2018-03-26 22:22:00.000,2018-03-27 06:43:00.000,16.166666666666668
357,93.01397,,2018-03-27 06:43:00.000,2018-03-26 22:22:00.000,UTC-0400,2018-03-27 06:43:51.760,2018-03-27 06:43:51.760,8.35,2018-03-26,Monday,2018-03,22,6,2018-03-27 22:44:00.000,2018-03-28 06:26:00.000,16.016666666666666
71,93.952484,,2018-03-28 06:26:00.000,2018-03-27 22:44:00.000,UTC-0400,2018-03-28 06:28:18.981,2018-03-28 06:28:18.981,7.7,2018-03-27,Tuesday,2018-03,22,6,2018-03-28 22:26:00.000,2018-03-29 05:53:00.000,16.0
276,93.52679,,2018-03-29 05:53:00.000,2018-03-28 22:26:00.000,UTC-0400,2018-03-29 05:54:18.349,2018-03-29 05:54:18.349,7.45,2018-03-28,Wednesday,2018-03,22,5,2018-03-29 23:19:00.000,2018-03-30 06:06:00.000,17.433333333333334
34,94.34889,,2018-03-30 06:06:00.000,2018-03-29 23:19:00.000,UTC-0400,2018-03-30 06:06:54.964,2018-03-30 06:06:54.964,6.783333333333333,2018-03-29,Thursday,2018-03,23,6,2018-03-30 22:39:00.000,2018-03-31 06:47:00.000,16.55
482,94.672134,,2018-03-31 06:47:00.000,2018-03-30 22:39:00.000,UTC-0400,2018-03-31 06:47:59.493,2018-03-31 06:47:59.493,8.133333333333333,2018-03-30,Friday,2018-03,22,6,2018-04-01 01:05:00.000,2018-04-01 07:02:00.000,18.3
332,94.97207,,2018-04-01 07:02:00.000,2018-04-01 01:05:00.000,UTC-0400,2018-04-01 07:03:54.034,2018-04-01 07:03:54.034,5.95,2018-04-01,Sunday,2018-04,1,7,2018-04-01 23:15:00.000,2018-04-02 06:10:00.000,16.216666666666665
54,92.78847,,2018-04-02 06:10:00.000,2018-04-01 23:15:00.000,UTC-0400,2018-04-02 06:12:24.013,2018-04-02 06:12:24.013,6.916666666666667,2018-04-01,Sunday,2018-04,23,6,2018-04-02 21:29:00.000,2018-04-03 06:40:00.000,15.316666666666666
184,94.19238,,2018-04-03 06:40:00.000,2018-04-02 21:29:00.000,UTC-0400,2018-04-03 06:40:46.779,2018-04-03 06:40:46.779,9.183333333333334,2018-04-02,Monday,2018-04,21,6,2018-04-03 22:32:00.000,2018-04-04 06:26:00.000,15.866666666666667
393,83.78378000000002,,2018-04-04 06:26:00.000,2018-04-03 22:32:00.000,UTC-0400,2018-04-03 23:46:50.835,2018-04-03 23:46:50.835,7.9,2018-04-03,Tuesday,2018-04,22,23,2018-04-04 22:31:00.000,2018-04-05 06:23:00.000,16.083333333333332
283,93.02326,,2018-04-05 06:23:00.000,2018-04-04 22:31:00.000,UTC-0400,2018-04-05 06:25:02.043,2018-04-05 06:25:02.043,7.866666666666666,2018-04-04,Wednesday,2018-04,22,6,2018-04-05 22:50:00.000,2018-04-06 04:19:00.000,16.45
49,91.34948,,2018-04-06 04:19:00.000,2018-04-05 22:50:00.000,UTC-0400,2018-04-06 03:41:37.307,2018-04-06 03:41:37.307,5.483333333333333,2018-04-05,Thursday,2018-04,22,3,2018-04-06 23:50:00.000,2018-04-07 06:23:00.000,19.516666666666666
455,94.67005,,2018-04-07 06:23:00.000,2018-04-06 23:50:00.000,UTC-0400,2018-04-07 06:25:20.921,2018-04-07 06:25:20.921,6.55,2018-04-06,Friday,2018-04,23,6,2018-04-07 21:46:00.000,2018-04-08 05:17:00.000,15.383333333333333
279,94.67456,,2018-04-08 05:17:00.000,2018-04-07 21:46:00.000,UTC-0400,2018-04-08 03:24:26.822,2018-04-08 03:24:26.822,7.516666666666667,2018-04-07,Saturday,2018-04,21,3,2018-04-08 23:15:00.000,2018-04-09 06:12:00.000,17.966666666666665
195,95.69378,,2018-04-09 06:12:00.000,2018-04-08 23:15:00.000,UTC-0400,2018-04-09 06:14:56.659,2018-04-09 06:14:56.659,6.95,2018-04-08,Sunday,2018-04,23,6,2018-04-09 22:16:00.000,2018-04-10 03:08:00.000,16.066666666666666
324,92.83276,,2018-04-10 03:08:00.000,2018-04-09 22:16:00.000,UTC-0400,2018-04-10 03:12:49.136,2018-04-10 03:12:49.136,4.866666666666666,2018-04-09,Monday,2018-04,22,3,2018-04-10 22:20:00.000,2018-04-11 06:02:00.000,19.2
344,91.36069,,2018-04-11 06:02:00.000,2018-04-10 22:20:00.000,UTC-0400,2018-04-11 06:03:28.571,2018-04-11 06:03:28.571,7.7,2018-04-10,Tuesday,2018-04,22,6,2018-04-11 23:17:00.000,2018-04-12 05:37:00.000,17.25
419,92.91338,,2018-04-12 05:37:00.000,2018-04-11 23:17:00.000,UTC-0400,2018-04-12 05:39:37.604,2018-04-12 05:39:37.604,6.333333333333333,2018-04-11,Wednesday,2018-04,23,5,2018-04-12 22:32:00.000,2018-04-13 06:55:00.000,16.916666666666668
193,88.09524,,2018-04-13 06:55:00.000,2018-04-12 22:32:00.000,UTC-0400,2018-04-13 06:57:33.235,2018-04-13 06:57:33.235,8.383333333333333,2018-04-12,Thursday,2018-04,22,6,2018-04-13 22:21:00.000,2018-04-14 07:15:00.000,15.433333333333334
277,89.15663,,2018-04-14 07:15:00.000,2018-04-13 22:21:00.000,UTC-0400,2018-04-14 04:07:17.344,2018-04-14 04:07:17.344,8.9,2018-04-13,Friday,2018-04,22,3,2018-04-14 21:32:00.000,2018-04-15 05:46:00.000,14.283333333333333
494,93.93939,,2018-04-15 05:46:00.000,2018-04-14 21:32:00.000,UTC-0400,2018-04-15 05:47:04.251,2018-04-15 05:47:04.251,8.233333333333333,2018-04-14,Saturday,2018-04,21,5,2018-04-15 22:42:00.000,2018-04-16 06:55:00.000,16.933333333333334
110,93.0131,,2018-04-16 06:55:00.000,2018-04-15 22:42:00.000,UTC-0400,2018-04-16 06:20:42.914,2018-04-16 06:20:42.914,8.216666666666667,2018-04-15,Sunday,2018-04,22,6,2018-04-16 22:52:00.000,2018-04-17 06:25:00.000,15.95
247,92.07048,,2018-04-17 06:25:00.000,2018-04-16 22:52:00.000,UTC-0400,2018-04-17 06:26:34.614,2018-04-17 06:26:34.614,7.55,2018-04-16,Monday,2018-04,22,6,2018-04-17 23:08:00.000,2018-04-18 06:20:00.000,16.716666666666665
384,91.91686,,2018-04-18 06:20:00.000,2018-04-17 23:08:00.000,UTC-0400,2018-04-18 06:35:24.269,2018-04-18 06:35:24.269,7.2,2018-04-17,Tuesday,2018-04,23,6,2018-04-18 23:04:00.000,2018-04-19 05:41:00.000,16.733333333333334
285,91.45728,,2018-04-19 05:41:00.000,2018-04-18 23:04:00.000,UTC-0400,2018-04-19 05:43:47.594,2018-04-19 05:43:47.594,6.616666666666666,2018-04-18,Wednesday,2018-04,23,5,2018-04-19 22:20:00.000,2018-04-20 06:32:00.000,16.65
451,93.71197,,2018-04-20 06:32:00.000,2018-04-19 22:20:00.000,UTC-0400,2018-04-20 06:33:12.891,2018-04-20 06:33:12.891,8.2,2018-04-19,Thursday,2018-04,22,6,2018-04-20 23:18:00.000,2018-04-21 05:00:00.000,16.766666666666666
250,94.1691,,2018-04-21 05:00:00.000,2018-04-20 23:18:00.000,UTC-0400,2018-04-21 05:02:07.605,2018-04-21 05:02:07.605,5.7,2018-04-20,Friday,2018-04,23,5,2018-04-22 00:44:00.000,2018-04-22 06:06:00.000,19.733333333333334
226,91.95046,,2018-04-22 06:06:00.000,2018-04-22 00:44:00.000,UTC-0400,2018-04-22 06:10:38.635,2018-04-22 06:10:38.635,5.366666666666666,2018-04-22,Sunday,2018-04,0,6,2018-04-22 23:52:00.000,2018-04-23 05:39:00.000,17.766666666666666
221,96.55172,,2018-04-23 05:39:00.000,2018-04-22 23:52:00.000,UTC-0400,2018-04-23 05:40:52.999,2018-04-23 05:40:52.999,5.783333333333333,2018-04-22,Sunday,2018-04,23,5,2018-04-23 22:34:00.000,2018-04-24 05:48:00.000,16.916666666666668
286,91.49425,,2018-04-24 05:48:00.000,2018-04-23 22:34:00.000,UTC-0400,2018-04-24 05:49:10.878,2018-04-24 05:49:10.878,7.233333333333333,2018-04-23,Monday,2018-04,22,5,2018-04-24 22:09:00.000,2018-04-25 06:29:00.000,16.35
57,94.61538,,2018-04-25 06:29:00.000,2018-04-24 22:09:00.000,UTC-0400,2018-04-25 02:43:24.303,2018-04-25 02:43:24.303,8.333333333333334,2018-04-24,Tuesday,2018-04,22,2,2018-04-25 23:13:00.000,2018-04-26 05:52:00.000,16.733333333333334
99,89.393936,,2018-04-26 05:52:00.000,2018-04-25 23:13:00.000,UTC-0400,2018-04-26 02:31:50.579,2018-04-26 02:31:50.579,6.65,2018-04-25,Wednesday,2018-04,23,2,2018-04-26 22:55:00.000,2018-04-27 06:05:00.000,17.05
175,93.269226,,2018-04-27 06:05:00.000,2018-04-26 22:55:00.000,UTC-0400,2018-04-27 04:08:03.130,2018-04-27 04:08:03.130,7.166666666666667,2018-04-26,Thursday,2018-04,22,4,2018-04-27 22:52:00.000,2018-04-28 02:48:00.000,16.783333333333335
379,89.02954,,2018-04-28 02:48:00.000,2018-04-27 22:52:00.000,UTC-0400,2018-04-28 02:50:33.193,2018-04-28 02:50:33.193,3.933333333333333,2018-04-27,Friday,2018-04,22,2,2018-04-28 04:49:00.000,2018-04-28 06:48:00.000,2.0166666666666666
470,92.92929,,2018-04-28 06:48:00.000,2018-04-28 04:49:00.000,UTC-0400,2018-04-28 06:29:01.562,2018-04-28 06:29:01.562,1.9833333333333334,2018-04-28,Saturday,2018-04,4,6,2018-04-28 23:20:00.000,2018-04-29 06:41:00.000,16.533333333333335
310,92.97052,,2018-04-29 06:41:00.000,2018-04-28 23:20:00.000,UTC-0400,2018-04-29 06:41:40.906,2018-04-29 06:41:40.906,7.35,2018-04-28,Saturday,2018-04,23,6,2018-04-29 19:40:00.000,2018-04-30 05:34:00.000,12.983333333333333
41,89.86667,,2018-04-30 05:34:00.000,2018-04-29 19:40:00.000,UTC-0400,2018-04-30 01:55:29.591,2018-04-30 01:55:29.591,9.9,2018-04-29,Sunday,2018-04,19,1,2018-04-30 23:47:00.000,2018-05-01 06:41:00.000,18.216666666666665
431,94.59459,,2018-05-01 06:41:00.000,2018-04-30 23:47:00.000,UTC-0400,2018-05-01 04:06:48.140,2018-05-01 04:06:48.140,6.9,2018-04-30,Monday,2018-04,23,4,2018-05-01 23:09:00.000,2018-05-02 05:30:00.000,16.466666666666665
188,91.62304,,2018-05-02 05:30:00.000,2018-05-01 23:09:00.000,UTC-0400,2018-05-02 05:31:11.680,2018-05-02 05:31:11.680,6.35,2018-05-01,Tuesday,2018-05,23,5,2018-05-02 21:52:00.000,2018-05-03 06:13:00.000,16.366666666666667
394,90.75,,2018-05-03 06:13:00.000,2018-05-02 21:52:00.000,UTC-0400,2018-05-03 04:32:15.647,2018-05-03 04:32:15.647,8.35,2018-05-02,Wednesday,2018-05,21,4,2018-05-03 22:12:00.000,2018-05-04 06:08:00.000,15.983333333333333
329,87.5,,2018-05-04 06:08:00.000,2018-05-03 22:12:00.000,UTC-0400,2018-05-04 01:54:04.305,2018-05-04 01:54:04.305,7.933333333333334,2018-05-03,Thursday,2018-05,22,1,2018-05-06 00:50:00.000,2018-05-06 03:50:00.000,18.7
272,0.0,50002.0,2018-05-06 03:50:00.000,2018-05-06 00:50:00.000,UTC-0400,2018-05-07 20:19:25.861,2018-05-07 20:19:25.861,3.0,2018-05-06,Sunday,2018-05,0,3,2018-05-06 21:43:00.000,2018-05-07 05:53:00.000,17.883333333333333
166,92.244896,,2018-05-07 05:53:00.000,2018-05-06 21:43:00.000,UTC-0400,2018-05-07 05:53:23.764,2018-05-07 05:53:23.764,8.166666666666666,2018-05-06,Sunday,2018-05,21,5,2018-05-08 01:00:00.000,2018-05-08 04:00:00.000,19.116666666666667
473,0.0,50001.0,2018-05-08 04:00:00.000,2018-05-08 01:00:00.000,UTC-0400,2018-05-08 07:04:28.143,2018-05-08 07:04:28.143,3.0,2018-05-08,Tuesday,2018-05,1,4,2018-05-08 18:04:00.000,2018-05-08 19:24:00.000,14.066666666666666
30,89.87340999999998,,2018-05-08 19:24:00.000,2018-05-08 18:04:00.000,UTC-0400,2018-05-08 19:24:37.974,2018-05-08 19:24:37.974,1.3333333333333333,2018-05-08,Tuesday,2018-05,18,19,2018-05-09 01:00:00.000,2018-05-09 07:05:00.000,5.6
147,91.78082,,2018-05-09 07:05:00.000,2018-05-09 01:00:00.000,UTC-0400,2018-05-09 07:05:51.310,2018-05-09 07:05:51.310,6.083333333333333,2018-05-09,Wednesday,2018-05,1,7,2018-05-09 18:39:00.000,2018-05-09 20:16:00.000,11.566666666666666
410,83.67347,,2018-05-09 20:16:00.000,2018-05-09 18:39:00.000,UTC-0400,2018-05-09 20:30:37.336,2018-05-09 20:30:37.336,1.6166666666666667,2018-05-09,Wednesday,2018-05,18,20,2018-05-09 22:18:00.000,2018-05-10 06:16:00.000,2.033333333333333
266,92.484344,,2018-05-10 06:16:00.000,2018-05-09 22:18:00.000,UTC-0400,2018-05-10 06:18:16.028,2018-05-10 06:18:16.028,7.966666666666667,2018-05-09,Wednesday,2018-05,22,6,2018-05-10 23:42:00.000,2018-05-11 05:43:00.000,17.433333333333334
347,97.22992,,2018-05-11 05:43:00.000,2018-05-10 23:42:00.000,UTC-0400,2018-05-11 05:43:23.794,2018-05-11 05:43:23.794,6.016666666666667,2018-05-10,Thursday,2018-05,23,5,2018-05-11 22:20:00.000,2018-05-12 06:17:00.000,16.616666666666667
13,93.305435,,2018-05-12 06:17:00.000,2018-05-11 22:20:00.000,UTC-0400,2018-05-12 06:19:10.209,2018-05-12 06:19:10.209,7.95,2018-05-11,Friday,2018-05,22,6,2018-05-13 00:10:00.000,2018-05-13 06:01:00.000,17.883333333333333
26,94.318184,,2018-05-13 06:01:00.000,2018-05-13 00:10:00.000,UTC-0400,2018-05-13 06:02:48.745,2018-05-13 06:02:48.745,5.85,2018-05-13,Sunday,2018-05,0,6,2018-05-14 01:05:00.000,2018-05-14 07:25:00.000,19.066666666666666
209,89.76378000000003,,2018-05-14 07:25:00.000,2018-05-14 01:05:00.000,UTC-0400,2018-05-14 07:26:57.470,2018-05-14 07:26:57.470,6.333333333333333,2018-05-14,Monday,2018-05,1,7,2018-05-14 17:53:00.000,2018-05-14 19:16:00.000,10.466666666666667
465,94.047615,,2018-05-14 19:16:00.000,2018-05-14 17:53:00.000,UTC-0400,2018-05-14 19:17:15.395,2018-05-14 19:17:15.395,1.3833333333333333,2018-05-14,Monday,2018-05,17,19,2018-05-14 23:55:00.000,2018-05-15 06:53:00.000,4.65
330,94.47369,,2018-05-15 06:53:00.000,2018-05-14 23:55:00.000,UTC-0400,2018-05-15 06:15:55.623,2018-05-15 06:15:55.623,6.966666666666667,2018-05-14,Monday,2018-05,23,6,2018-05-15 23:14:00.000,2018-05-16 06:39:00.000,16.35
392,95.06726,,2018-05-16 06:39:00.000,2018-05-15 23:14:00.000,UTC-0400,2018-05-16 06:41:50.561,2018-05-16 06:41:50.561,7.416666666666667,2018-05-15,Tuesday,2018-05,23,6,2018-05-16 23:08:00.000,2018-05-17 06:11:00.000,16.483333333333334
97,91.72577,,2018-05-17 06:11:00.000,2018-05-16 23:08:00.000,UTC-0400,2018-05-17 06:11:28.949,2018-05-17 06:11:28.949,7.05,2018-05-16,Wednesday,2018-05,23,6,2018-05-17 22:48:00.000,2018-05-18 06:05:00.000,16.616666666666667
458,91.075516,,2018-05-18 06:05:00.000,2018-05-17 22:48:00.000,UTC-0400,2018-05-18 06:05:58.716,2018-05-18 06:05:58.716,7.283333333333333,2018-05-17,Thursday,2018-05,22,6,2018-05-18 23:16:00.000,2018-05-19 07:36:00.000,17.183333333333334
352,93.414635,,2018-05-19 07:36:00.000,2018-05-18 23:16:00.000,UTC-0400,2018-05-19 06:06:11.389,2018-05-19 06:06:11.389,8.333333333333334,2018-05-18,Friday,2018-05,23,6,2018-05-20 01:44:00.000,2018-05-20 08:16:00.000,18.133333333333333
498,90.8397,,2018-05-20 08:16:00.000,2018-05-20 01:44:00.000,UTC-0400,2018-05-20 08:30:45.314,2018-05-20 08:30:45.314,6.533333333333333,2018-05-20,Sunday,2018-05,1,8,2018-05-21 00:06:00.000,2018-05-21 06:49:00.000,15.833333333333334
75,92.821785,,2018-05-21 06:49:00.000,2018-05-21 00:06:00.000,UTC-0400,2018-05-21 06:50:16.102,2018-05-21 06:50:16.102,6.716666666666667,2018-05-21,Monday,2018-05,0,6,2018-05-22 01:00:00.000,2018-05-22 06:25:00.000,18.183333333333334
232,96.01227,,2018-05-22 06:25:00.000,2018-05-22 01:00:00.000,UTC-0400,2018-05-22 06:39:57.354,2018-05-22 06:39:57.354,5.416666666666667,2018-05-22,Tuesday,2018-05,1,6,2018-05-22 21:38:00.000,2018-05-23 05:23:00.000,15.216666666666667
155,93.333336,,2018-05-23 05:23:00.000,2018-05-22 21:38:00.000,UTC-0400,2018-05-23 05:23:48.896,2018-05-23 05:23:48.896,7.75,2018-05-22,Tuesday,2018-05,21,5,2018-05-24 00:27:00.000,2018-05-24 06:38:00.000,19.066666666666666
141,90.59139,,2018-05-24 06:38:00.000,2018-05-24 00:27:00.000,UTC-0400,2018-05-24 06:53:01.803,2018-05-24 06:53:01.803,6.183333333333334,2018-05-24,Thursday,2018-05,0,6,2018-05-24 21:58:00.000,2018-05-25 05:58:00.000,15.333333333333334
217,92.30769,,2018-05-25 05:58:00.000,2018-05-24 21:58:00.000,UTC-0400,2018-05-25 05:59:00.158,2018-05-25 05:59:00.158,8.0,2018-05-24,Thursday,2018-05,21,5,2018-05-25 21:57:00.000,2018-05-26 06:09:00.000,15.983333333333333
74,92.07317,,2018-05-26 06:09:00.000,2018-05-25 21:57:00.000,UTC-0400,2018-05-26 06:13:14.840,2018-05-26 06:13:14.840,8.2,2018-05-25,Friday,2018-05,21,6,2018-05-26 23:22:00.000,2018-05-27 05:29:00.000,17.216666666666665
240,91.847824,,2018-05-27 05:29:00.000,2018-05-26 23:22:00.000,UTC-0400,2018-05-27 05:43:58.296,2018-05-27 05:43:58.296,6.116666666666666,2018-05-26,Saturday,2018-05,23,5,2018-05-27 23:13:00.000,2018-05-28 05:27:00.000,17.733333333333334
114,88.53333,,2018-05-28 05:27:00.000,2018-05-27 23:13:00.000,UTC-0400,2018-05-28 05:42:10.321,2018-05-28 05:42:10.321,6.233333333333333,2018-05-27,Sunday,2018-05,23,5,2018-05-28 22:25:00.000,2018-05-29 06:36:00.000,16.966666666666665
178,87.76224,,2018-05-29 06:36:00.000,2018-05-28 22:25:00.000,UTC-0400,2018-05-29 03:12:00.058,2018-05-29 03:12:00.058,8.183333333333334,2018-05-28,Monday,2018-05,22,3,2018-05-29 22:53:00.000,2018-05-30 02:11:00.000,16.283333333333335
69,90.909096,,2018-05-30 02:11:00.000,2018-05-29 22:53:00.000,UTC-0400,2018-05-30 02:11:47.998,2018-05-30 02:11:47.998,3.3,2018-05-29,Tuesday,2018-05,22,2,2018-05-30 04:21:00.000,2018-05-30 06:48:00.000,2.1666666666666665
426,91.89189,,2018-05-30 06:48:00.000,2018-05-30 04:21:00.000,UTC-0400,2018-05-30 07:02:45.269,2018-05-30 07:02:45.269,2.45,2018-05-30,Wednesday,2018-05,4,6,2018-05-30 22:15:00.000,2018-05-31 06:11:00.000,15.45
96,92.97753,,2018-05-31 06:11:00.000,2018-05-30 22:15:00.000,UTC-0400,2018-05-31 04:12:33.438,2018-05-31 04:12:33.438,7.933333333333334,2018-05-30,Wednesday,2018-05,22,4,2018-05-31 23:27:00.000,2018-06-01 06:00:00.000,17.266666666666666
43,93.90863,,2018-06-01 06:00:00.000,2018-05-31 23:27:00.000,UTC-0400,2018-06-01 06:02:51.671,2018-06-01 06:02:51.671,6.55,2018-05-31,Thursday,2018-05,23,6,2018-06-01 23:37:00.000,2018-06-02 05:49:00.000,17.616666666666667
7,90.026955,,2018-06-02 05:49:00.000,2018-06-01 23:37:00.000,UTC-0400,2018-06-02 05:49:32.094,2018-06-02 05:49:32.094,6.2,2018-06-01,Friday,2018-06,23,5,2018-06-02 13:59:00.000,2018-06-02 15:23:00.000,8.166666666666666
349,90.47619,,2018-06-02 15:23:00.000,2018-06-02 13:59:00.000,UTC-0400,2018-06-02 15:24:03.977,2018-06-02 15:24:03.977,1.4,2018-06-02,Saturday,2018-06,13,15,2018-06-02 23:05:00.000,2018-06-03 07:44:00.000,7.7
263,90.96154,,2018-06-03 07:44:00.000,2018-06-02 23:05:00.000,UTC-0400,2018-06-03 07:46:46.193,2018-06-03 07:46:46.193,8.65,2018-06-02,Saturday,2018-06,23,7,2018-06-03 22:41:00.000,2018-06-04 05:55:00.000,14.95
319,90.574715,,2018-06-04 05:55:00.000,2018-06-03 22:41:00.000,UTC-0400,2018-06-04 06:00:40.634,2018-06-04 06:00:40.634,7.233333333333333,2018-06-03,Sunday,2018-06,22,5,2018-06-04 23:41:00.000,2018-06-05 06:05:00.000,17.766666666666666
123,95.06493,,2018-06-05 06:05:00.000,2018-06-04 23:41:00.000,UTC-0400,2018-06-05 06:07:05.945,2018-06-05 06:07:05.945,6.4,2018-06-04,Monday,2018-06,23,6,2018-06-05 22:21:00.000,2018-06-06 05:51:00.000,16.266666666666666
297,95.42334,,2018-06-06 05:51:00.000,2018-06-05 22:21:00.000,UTC-0400,2018-06-06 05:52:10.022,2018-06-06 05:52:10.022,7.5,2018-06-05,Tuesday,2018-06,22,5,2018-06-06 23:02:00.000,2018-06-07 06:24:00.000,17.183333333333334
15,90.97065,,2018-06-07 06:24:00.000,2018-06-06 23:02:00.000,UTC-0400,2018-06-07 06:31:30.729,2018-06-07 06:31:30.729,7.366666666666666,2018-06-06,Wednesday,2018-06,23,6,2018-06-07 22:01:00.000,2018-06-08 06:17:00.000,15.616666666666667
325,89.52381,,2018-06-08 06:17:00.000,2018-06-07 22:01:00.000,UTC-0400,2018-06-08 00:00:02.472,2018-06-08 00:00:02.472,8.266666666666667,2018-06-07,Thursday,2018-06,22,23,2018-06-08 23:19:00.000,2018-06-09 06:04:00.000,17.033333333333335
241,92.85714,,2018-06-09 06:04:00.000,2018-06-08 23:19:00.000,UTC-0400,2018-06-09 06:06:07.351,2018-06-09 06:06:07.351,6.75,2018-06-08,Friday,2018-06,23,6,2018-06-09 13:29:00.000,2018-06-09 15:09:00.000,7.416666666666667
346,86.0,,2018-06-09 15:09:00.000,2018-06-09 13:29:00.000,UTC-0400,2018-06-09 15:09:52.943,2018-06-09 15:09:52.943,1.6666666666666667,2018-06-09,Saturday,2018-06,13,15,2018-06-09 22:33:00.000,2018-06-10 06:24:00.000,7.4
89,92.14438,,2018-06-10 06:24:00.000,2018-06-09 22:33:00.000,UTC-0400,2018-06-10 06:24:37.087,2018-06-10 06:24:37.087,7.85,2018-06-09,Saturday,2018-06,22,6,2018-06-10 23:02:00.000,2018-06-11 06:23:00.000,16.633333333333333
64,92.77389,,2018-06-11 06:23:00.000,2018-06-10 23:02:00.000,UTC-0400,2018-06-11 06:24:06.942,2018-06-11 06:24:06.942,7.35,2018-06-10,Sunday,2018-06,23,6,2018-06-11 23:17:00.000,2018-06-12 06:54:00.000,16.9
24,94.0919,,2018-06-12 06:54:00.000,2018-06-11 23:17:00.000,UTC-0400,2018-06-12 06:54:26.973,2018-06-12 06:54:26.973,7.616666666666666,2018-06-11,Monday,2018-06,23,6,2018-06-12 22:56:00.000,2018-06-13 06:31:00.000,16.033333333333335
338,92.98246,,2018-06-13 06:31:00.000,2018-06-12 22:56:00.000,UTC-0400,2018-06-13 06:32:30.698,2018-06-13 06:32:30.698,7.583333333333333,2018-06-12,Tuesday,2018-06,22,6,2018-06-13 22:03:00.000,2018-06-14 03:16:00.000,15.533333333333333
137,94.90446,,2018-06-14 03:16:00.000,2018-06-13 22:03:00.000,UTC-0400,2018-06-14 03:30:43.518,2018-06-14 03:30:43.518,5.216666666666667,2018-06-13,Wednesday,2018-06,22,3,2018-06-14 23:37:00.000,2018-06-15 06:37:00.000,20.35
67,92.26804,,2018-06-15 06:37:00.000,2018-06-14 23:37:00.000,UTC-0400,2018-06-15 06:05:21.816,2018-06-15 06:05:21.816,7.0,2018-06-14,Thursday,2018-06,23,6,2018-06-15 20:19:00.000,2018-06-15 21:55:00.000,13.7
23,91.75258,,2018-06-15 21:55:00.000,2018-06-15 20:19:00.000,UTC-0400,2018-06-15 22:10:12.281,2018-06-15 22:10:12.281,1.6,2018-06-15,Friday,2018-06,20,21,2018-06-15 23:58:00.000,2018-06-16 07:19:00.000,2.05
68,95.3168,,2018-06-16 07:19:00.000,2018-06-15 23:58:00.000,UTC-0400,2018-06-16 06:15:07.692,2018-06-16 06:15:07.692,7.35,2018-06-15,Friday,2018-06,23,6,2018-06-16 14:57:00.000,2018-06-16 16:14:00.000,7.633333333333334
103,93.589745,,2018-06-16 16:14:00.000,2018-06-16 14:57:00.000,UTC-0400,2018-06-16 16:28:59.305,2018-06-16 16:28:59.305,1.2833333333333334,2018-06-16,Saturday,2018-06,14,16,2018-06-16 22:59:00.000,2018-06-17 06:17:00.000,6.75
449,94.305244,,2018-06-17 06:17:00.000,2018-06-16 22:59:00.000,UTC-0400,2018-06-17 06:18:47.066,2018-06-17 06:18:47.066,7.3,2018-06-16,Saturday,2018-06,22,6,2018-06-17 22:30:00.000,2018-06-18 05:46:00.000,16.216666666666665
168,63.07692700000001,,2018-06-18 05:46:00.000,2018-06-17 22:30:00.000,UTC-0400,2018-06-17 23:48:36.294,2018-06-17 23:48:36.294,7.266666666666667,2018-06-17,Sunday,2018-06,22,23,2018-06-18 21:14:00.000,2018-06-19 05:30:00.000,15.466666666666667
499,93.56137,,2018-06-19 05:30:00.000,2018-06-18 21:14:00.000,UTC-0400,2018-06-19 05:31:29.041,2018-06-19 05:31:29.041,8.266666666666667,2018-06-18,Monday,2018-06,21,5,2018-06-19 23:09:00.000,2018-06-20 04:42:00.000,17.65
409,94.61078,,2018-06-20 04:42:00.000,2018-06-19 23:09:00.000,UTC-0400,2018-06-20 04:57:13.311,2018-06-20 04:57:13.311,5.55,2018-06-19,Tuesday,2018-06,23,4,2018-06-20 18:11:00.000,2018-06-20 19:20:00.000,13.483333333333333
412,80.0,,2018-06-20 19:20:00.000,2018-06-20 18:11:00.000,UTC-0400,2018-06-20 19:35:04.278,2018-06-20 19:35:04.278,1.15,2018-06-20,Wednesday,2018-06,18,19,2018-06-20 22:32:00.000,2018-06-21 06:25:00.000,3.2
210,94.72574,,2018-06-21 06:25:00.000,2018-06-20 22:32:00.000,UTC-0400,2018-06-21 06:30:10.680,2018-06-21 06:30:10.680,7.883333333333334,2018-06-20,Wednesday,2018-06,22,6,2018-06-21 22:53:00.000,2018-06-22 06:22:00.000,16.466666666666665
497,93.31849,,2018-06-22 06:22:00.000,2018-06-21 22:53:00.000,UTC-0400,2018-06-22 06:22:42.362,2018-06-22 06:22:42.362,7.483333333333333,2018-06-21,Thursday,2018-06,22,6,2018-06-22 22:11:00.000,2018-06-23 06:32:00.000,15.816666666666666
261,93.548386,,2018-06-23 06:32:00.000,2018-06-22 22:11:00.000,UTC-0400,2018-06-23 02:02:00.258,2018-06-23 02:02:00.258,8.35,2018-06-22,Friday,2018-06,22,1,2018-06-23 15:47:00.000,2018-06-23 17:28:00.000,9.25
