,Date,walk_time_hour,count,calorie,distance,Duration_in_min
435,2018-12-28,23,74,2.96,58.852999999999994,1.9833333333333334
436,2018-12-29,0,292,12.9699999,223.81999800000006,12.816666666666663
437,2018-12-29,1,23,0.92,15.52,0.9833333333333333
438,2018-12-29,2,153,6.48,109.17,5.916666666666666
439,2018-12-29,7,15,0.58,8.03,0.9833333333333333
440,2018-12-29,13,126,5.27,89.89,5.8999999999999995
441,2018-12-29,14,48,2.18,36.66,0.9833333333333333
442,2018-12-29,15,21,0.89,16.92,0.9833333333333333
443,2018-12-29,16,14,0.62000006,10.559999,1.0
444,2018-12-29,17,61,2.37,40.855,2.9499999999999997
445,2018-12-29,18,219,9.11,151.20600000000002,7.866666666666666
446,2018-12-29,19,246,10.83,189.86,7.866666666666666
447,2018-12-29,22,62,2.66,46.44,3.933333333333333
448,2018-12-29,23,440,18.8700001,323.915002,11.83333333333333
449,2018-12-30,0,1438,61.75000000000001,1068.6210000000003,37.36666666666668
450,2018-12-30,1,27,1.32,23.7,1.9833333333333334
451,2018-12-30,3,163,6.92,117.223,5.8999999999999995
452,2018-12-30,13,133,5.59,97.987,5.8999999999999995
453,2018-12-30,14,334,14.110999999999999,240.594,11.799999999999997
454,2018-12-30,15,638,26.830000000000005,500.387,16.849999999999994
455,2018-12-30,16,40,1.83,33.520001,1.9833333333333334
456,2018-12-30,17,112,4.84,84.94999999999999,6.883333333333333
457,2018-12-30,18,10,0.42999998,7.5899990000000015,1.0
458,2018-12-30,19,184,7.7,133.78000000000003,7.866666666666666
459,2018-12-30,20,192,8.471,150.226,4.916666666666666
460,2018-12-30,21,39,1.63,31.04,2.0
461,2018-12-30,23,41,1.74,31.1,2.0
462,2018-12-31,0,95,4.01,67.023,3.933333333333333
463,2018-12-31,1,120,5.8100001,93.04000099999999,3.9499999999999997
464,2018-12-31,2,137,5.82,101.58,5.8999999999999995
465,2018-12-31,5,24,1.041,16.852,0.9833333333333333
466,2018-12-31,13,50,2.0489999699999997,37.11099900000001,2.966666666666667
467,2018-12-31,14,137,5.8000001,101.30000100000001,6.8999999999999995
468,2018-12-31,15,119,5.0,86.03999999999999,2.9499999999999997
469,2018-12-31,17,175,7.721,137.73,5.8999999999999995
470,2018-12-31,18,350,14.40999997,243.1700014,16.766666666666662
471,2018-12-31,19,95,4.1,73.32000000000001,2.966666666666667
472,2018-12-31,20,187,8.14,139.78199999999998,8.866666666666667
473,2018-12-31,21,135,6.419999300000001,108.689998,4.966666666666667
474,2018-12-31,23,160,6.779999999999999,122.71,4.966666666666667
475,2019-01-01,0,241,10.36,181.26999999999998,6.883333333333333
476,2019-01-01,1,48,1.8599999999999999,32.917,1.9666666666666666
477,2019-01-01,2,258,11.1,194.78199999999998,5.8999999999999995
478,2019-01-01,4,17,0.75,13.86,0.9833333333333333
479,2019-01-01,14,15,0.68000007,12.91,1.0
480,2019-01-01,16,71,3.02,50.965999999999994,2.9499999999999997
481,2019-01-01,17,249,11.43,189.362,7.933333333333333
482,2019-01-01,18,389,19.259999200000003,280.91000099999997,8.95
483,2019-01-01,19,135,5.55,95.08,4.916666666666666
484,2019-01-01,20,60,2.71,44.620000000000005,3.95
485,2019-01-01,21,271,11.059999999999999,191.22,10.816666666666665
486,2019-01-01,22,201,10.23,157.63,6.9
487,2019-01-01,23,128,5.25,90.52,5.916666666666666
488,2019-01-02,0,31,1.13,20.189999999999998,1.9666666666666666
489,2019-01-02,1,78,3.05,55.349999999999994,2.9499999999999997
490,2019-01-02,2,129,5.08,85.55000000000001,5.916666666666667
491,2019-01-02,3,77,3.1799999999999997,54.74,3.95
492,2019-01-02,4,165,6.590000000000001,109.89000000000001,4.916666666666666
493,2019-01-02,8,30,1.17,18.85,0.9833333333333333
494,2019-01-02,11,68,2.78,48.260000000000005,3.9499999999999997
495,2019-01-02,12,500,20.959999999999997,357.56000000000006,11.833333333333332
496,2019-01-02,13,111,4.9999999,86.18000500000001,5.95
497,2019-01-02,14,146,5.640000000000001,93.32000000000001,4.916666666666666
498,2019-01-02,15,113,4.78,82.46,3.933333333333333
499,2019-01-02,16,196,8.0,135.44,6.883333333333333
500,2019-01-02,17,74,3.09,50.900000000000006,2.9499999999999997
501,2019-01-02,18,161,6.58,113.40999999999998,4.916666666666666
502,2019-01-02,19,135,5.389999999999999,88.85000000000001,2.9499999999999997
503,2019-01-02,21,738,41.03,596.26,12.78333333333333
504,2019-01-02,22,2407,142.06,1895.2900000000002,40.316666666666684
505,2019-01-02,23,574,28.84999991,473.159999,8.933333333333334
506,2019-01-03,0,1617,66.5599993,1275.3199840000002,18.0
